"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125"
3.59733442503725,2.96124455940441,2.77968414403356,3.81283677054676,3.63693528340011,2.96124455940441,2.96124455940441,2.96124455940441,0.890649850169477,2.96124455940441,2.96124455940441,2.49173371655789,3.28081325472498,2.96124455940441,2.96124455940441,3.2199006098213,2.96124455940441,3.331969606662,2.96124455940441,2.83248528851737,3.21207026034432,2.96124455940441,3.61513946213063,3.53148648613156,2.94238534505926,2.96124455940441,2.96124455940441,2.96124455940441,2.96124455940441,3.23633226113356,2.96124455940441,3.51890016680694,3.22296817097906,1.98628555148465,0.890649850169477,3.67356823277093,3.37407571314968,3.42657997398341,3.16310640833753,3.18928382202461,2.72319919877181,3.34891474707777,2.96479513312507,2.96124455940441,3.41329344343013,2.99069191124276,0.641391284138241,3.20807947616821,2.96124455940441,2.96124455940441,2.96279974103702,3.10391625856635,0.684368959880878,2.97625003020658,3.01399147931445,2.96124455940441,2.97078130938922,3.08286320532251,2.9313197336496,2.6390857476755,3.00179611310613,2.96124455940441,2.96124455940441,2.89819968647332,3.55418201620523,3.48556703474893,3.38459493011119,2.96124455940441,2.96124455940441,3.35619896578123,3.55058759248068,3.75558436678961,3.4453865123994,2.96124455940441,0.890649850169477,3.53701218729848,3.2955697446443,3.24095366306514,3.4117629608485,3.41996880177574,2.96124455940441,2.96124455940441,2.96124455940441,3.11039905849814,3.1862670735415,3.78396839002522,2.96124455940441,3.55850102516979,3.46609902232312,2.96124455940441,0.890649850169477,2.24937032370922,2.96124455940441,3.15604579017981,3.09961578732447,3.12012873259489,2.98029779473223,2.97953033623683,3.07960692403754,2.9021792270255,2.96124455940441,3.27850255375919,2.96124455940441,2.96124455940441,2.96124455940441,3.56095689235509,2.99273062235778,3.27689790031072,1.03248813339625,2.39211760385442,2.96124455940441,3.04165570476596,2.96124455940441,3.41727298398232,3.17420007960905,3.59134579007165,3.31214684814503,2.96124455940441,3.14545486294323,2.96124455940441,2.96124455940441,0.890649850169477,2.96124455940441,3.1299758305694,3.16649774305643
8.49939798532495,8.00301174981148,8.31739862621708,8.3247969741483,7.5628541766207,7.81836028175081,7.77685554089367,7.61161758065328,8.64944787136946,7.80999239044897,7.96418473417093,8.67843800526032,7.81712936838096,7.96083757765019,7.98828426112024,8.58380229251621,7.98181309184681,8.08529629965147,7.54021157487755,8.38380967882316,8.22017563046219,8.40322009780763,7.43995456157512,7.61237958806612,7.72283257070977,7.51733933865251,8.2605196581402,7.51254174763946,8.60204119513942,8.17338571204524,7.81490155334605,8.26613242702314,8.41253267667375,8.54666037269729,7.5592887079413,7.79626608649822,8.10995290551288,7.39965299050522,7.56999140638963,7.62662020856285,7.69637259693225,7.59911860971743,8.18736178140257,7.34373348711028,8.15747482535689,8.03809049013902,8.4294183178344,7.61725379376197,8.26063123002422,7.98092051677462,8.32235987130037,7.78667740644101,8.44317054104772,8.54755497449772,7.80869975953945,7.53597184328462,8.1623814772113,8.70877124359158,8.34893231616966,7.64580271283772,8.1362954331426,7.77172323422854,7.61016714616096,7.7833055629044,7.93704055415143,7.9614864197918,7.7633929252503,7.19768589092211,7.89032414694666,8.212168006819,7.91470209072143,7.49139483954391,8.32596163207655,8.52606074211869,8.22038078133665,7.51550474986093,7.41157972127423,8.59908095854145,7.35169662272511,7.60986636099036,8.3182023221809,8.36149221318244,8.29923510189673,7.70796593388342,8.59001912903682,7.8933119582861,7.92691972490672,8.27205110536811,7.47912228591684,7.92390728403806,8.85534106732332,8.591137499672,8.63796734179533,8.4163624097205,7.76771078654761,7.70733955974793,7.7566908924185,7.75172964733521,8.21121057355731,8.74522930183111,8.24322601611639,7.52283064970177,8.60628092673235,7.66907710092593,8.05600839472316,7.55188721380501,7.74285162981776,7.98477321421647,8.56250154120883,8.29729252772167,8.42497661519242,7.95526958327119,8.70669562235447,7.40323557426286,7.96169716001284,7.94884200652954,8.33176012514238,8.54804040327152,8.34612162406768,8.68817468960639,8.44427855112867,8.12017380623321,7.70656525395819,7.49891163461399,7.79047073041969
2.90340498382798,1.50869295313365,-1.16808882577695,2.97307626198473,3.59820404788389,1.50869295313365,1.50869295313365,1.50869295313365,1.48962640849984,1.50869295313365,1.50869295313365,3.04352498788057,1.48962640849984,1.50869295313365,1.50869295313365,1.48962640849984,1.50869295313365,1.48962640849984,1.50869295313365,-1.16808882577695,3.00028693285282,1.50869295313365,3.20302138173813,3.12228642421743,-1.16808882577695,1.50869295313365,1.50869295313365,1.50869295313365,1.50869295313365,1.48962640849984,1.50869295313365,-1.16808882577695,-1.16808882577695,2.89485305869801,1.48962640849984,1.48962640849984,1.48962640849984,1.48962640849984,2.82464354749112,1.48962640849984,-1.16808882577695,1.48962640849984,2.90214910671099,1.50869295313365,1.48962640849984,1.48962640849984,-1.16808882577695,2.77608296563423,1.50869295313365,1.50869295313365,2.84431895565728,1.48962640849984,-1.16808882577695,1.48962640849984,1.48962640849984,1.50869295313365,2.87009433839166,1.48962640849984,1.48962640849984,-1.16808882577695,1.48962640849984,1.50869295313365,1.50869295313365,1.48962640849984,1.48962640849984,1.48962640849984,2.97361449503487,1.50869295313365,1.50869295313365,2.95477633828004,1.48962640849984,3.10434532254616,1.48962640849984,1.50869295313365,1.48962640849984,3.10314924910141,-1.16808882577695,1.48962640849984,3.17915971651534,1.48962640849984,1.50869295313365,1.50869295313365,1.50869295313365,1.48962640849984,1.48962640849984,1.48962640849984,1.50869295313365,2.8668051364186,3.12085113608373,1.50869295313365,1.48962640849984,2.9201500120545,1.50869295313365,-1.16808882577695,1.48962640849984,2.88199526916694,-1.16808882577695,-1.16808882577695,3.03604952885088,1.48962640849984,1.50869295313365,1.48962640849984,1.50869295313365,1.50869295313365,1.50869295313365,3.1274893437021,2.76717221847083,1.48962640849984,-1.16808882577695,-1.16808882577695,1.50869295313365,1.48962640849984,1.50869295313365,1.48962640849984,1.48962640849984,1.48962640849984,2.94443030298294,1.50869295313365,2.97965466593086,1.50869295313365,1.50869295313365,1.48962640849984,1.50869295313365,1.48962640849984,1.48962640849984
7.65254803109793,1.12287385071075,0.0386375359953339,0.0386375359953339,0.0386375359953339,1.12287385071075,1.12287385071075,1.12287385071075,-0.520841614220076,1.12287385071075,1.12287385071075,0.0386375359953339,-0.520841614220076,1.12287385071075,1.12287385071075,-0.520841614220076,1.12287385071075,-0.520841614220076,1.12287385071075,0.0386375359953339,0.0386375359953339,1.12287385071075,0.0386375359953339,0.0386375359953339,0.0386375359953339,1.12287385071075,1.12287385071075,1.12287385071075,1.12287385071075,5.14672756493189,1.12287385071075,0.0386375359953339,7.57524944739131,0.0386375359953339,-0.520841614220076,-0.520841614220076,-0.520841614220076,5.03531076859811,0.0386375359953339,5.41503285943208,7.12434104243599,5.39915856221808,0.0386375359953339,1.12287385071075,-0.520841614220076,-0.520841614220076,0.0386375359953339,0.0386375359953339,1.12287385071075,1.12287385071075,0.0386375359953339,-0.520841614220076,0.0386375359953339,-0.520841614220076,-0.520841614220076,1.12287385071075,0.0386375359953339,-0.520841614220076,-0.520841614220076,7.14322979409363,5.15651918751249,1.12287385071075,1.12287385071075,-0.520841614220076,-0.520841614220076,-0.520841614220076,0.0386375359953339,1.12287385071075,1.12287385071075,0.0386375359953339,-0.520841614220076,0.0386375359953339,-0.520841614220076,1.12287385071075,-0.520841614220076,0.0386375359953339,0.0386375359953339,-0.520841614220076,0.0386375359953339,5.08167261793807,1.12287385071075,1.12287385071075,1.12287385071075,-0.520841614220076,-0.520841614220076,-0.520841614220076,1.12287385071075,0.0386375359953339,0.0386375359953339,1.12287385071075,-0.520841614220076,0.0386375359953339,1.12287385071075,7.60072504578083,5.48401929124994,0.0386375359953339,0.0386375359953339,0.0386375359953339,0.0386375359953339,-0.520841614220076,1.12287385071075,-0.520841614220076,1.12287385071075,1.12287385071075,1.12287385071075,0.0386375359953339,7.40292591303781,5.36243997754084,0.0386375359953339,0.0386375359953339,1.12287385071075,5.33759002629462,1.12287385071075,5.19924626786419,5.27379612160284,-0.520841614220076,0.0386375359953339,1.12287385071075,0.0386375359953339,1.12287385071075,1.12287385071075,-0.520841614220076,1.12287385071075,-0.520841614220076,5.27891446976997
6.54748258688586,7.67183517915915,7.39876570484431,7.43933294615079,6.28190866996088,6.60145177614315,7.05277163273753,8.37695421616078,7.38542890723375,7.9947169679213,6.17246465931867,7.93180038712713,7.82786072112587,8.02637983008396,7.50835952404348,7.45328067757474,7.34696825797301,7.11035416260808,8.41516801532261,7.49468050018134,6.2635118977405,7.21862944676198,7.79956375945756,6.35297996093192,7.11385159148252,5.55588252842704,6.92582241422329,5.58526248830211,7.12989402740958,6.34612476340894,6.63718415977499,6.1114633615259,7.30458052057074,7.70254830253469,7.01547330866473,8.65619449559429,6.61888728554356,6.30673724925095,7.17470245344224,5.94459536806551,6.03064335365175,6.05486446134588,7.56716692747702,8.2177465957567,6.61593720857221,6.71424653034712,7.33209706021661,6.20218932367256,6.98478084721583,7.02478126555925,5.6485565459977,6.96994644513394,7.25426456236115,7.43821136547786,6.94028621180039,7.91719754676445,7.38367091738144,7.11545699845041,7.24781180311088,5.99573665764385,6.39021645435909,7.8174446424589,6.83857584418889,7.79230033384962,7.34859281099692,7.37107718142719,6.56367803593457,5.82466945863544,6.76204898924403,7.38115511947095,8.80234290339106,7.77723605300205,6.69830016833984,6.75678838832045,6.90153655212268,7.78635582042754,7.88179890365635,7.52998267882979,7.68776798981063,6.46189535158183,7.19649522023448,6.01583771106578,5.90764799395826,7.79222060203959,7.46244983572893,8.76941366584601,7.32145930632472,7.3633872967282,7.74343001857998,6.75023745132128,7.25729988850521,6.71148116317523,7.1481572457103,7.4714093695094,6.12989209459016,6.34716217826394,7.44703757725163,7.42518158290434,7.6677988438962,7.17493692873758,5.84541409246614,7.13355611932868,7.17098626858619,7.95838904456226,7.01823032856008,6.43537234250012,6.20517683369126,5.86470409440901,7.54279513521925,7.27973701620476,6.72194931427941,5.92872873786826,7.23391496642671,6.38527308213683,5.80378899154118,7.3686852271261,5.83472559137317,7.10835534060928,5.87434940846322,7.22567666686715,6.61832540174707,6.81407075651272,6.89435806530304,7.1786843238093,6.42864718679665
7.55053271002509,7.70355202138451,8.05997405298114,6.99929434934465,7.18014682988285,7.74719763856109,7.81377382110708,7.16573610414522,7.6429845334142,7.83969532978556,7.50470967917143,7.7886149532936,8.02051473206939,7.50836527654916,7.70875847825583,7.79353338563866,7.7169558784362,7.54400018685042,7.12884780333355,8.03304712810101,7.56210726877953,7.22411488651085,7.63364447219242,7.54169103319877,7.16415143271525,7.66688527192906,6.94451707495328,7.82474061324029,7.12209048696865,6.86464087231849,7.37776075205377,6.94913792807539,7.49057006536664,7.10113439060772,7.63176955818776,7.24558432430347,7.39991213557162,7.32872142326467,7.55053271002509,7.61055862678123,7.56693000159388,7.66553638577171,7.50664584141448,7.02626952540078,7.28422722807282,7.9228713064566,8.13159163527427,7.46565261249249,7.03103287955965,7.70609986198111,7.34821906846302,7.50816102688767,8.14147823754369,7.45610891360844,7.43770172600853,7.76769113901202,7.41991702963638,7.14160199964965,7.55704369064638,7.51741661136654,6.90413708942029,7.37421593035415,7.77821482843277,8.07134782630227,7.59142002775351,7.59849033822235,6.65752335056757,8.21566798130155,8.11851771159633,7.78467638816188,7.63445140008973,7.91730154055656,7.50023740308638,7.63985600646946,8.30856893272235,7.91529206855058,7.74183444499438,7.64213122008175,7.66491185660547,7.78658497707445,8.09503326783634,7.83681516215462,7.75528426306335,7.94566696262338,7.48951003547849,7.69028247241265,7.88123620907799,7.12878472541,7.89608151617341,7.64495168766266,7.52083882496973,7.76048234520988,7.38883831986508,7.55977628125259,8.02709743491969,7.60840550379731,7.6754414899168,7.63018818034213,7.62263256559965,7.34334965182089,7.66079260963284,7.85155869224501,7.32292679138777,7.97805415174887,8.00641272534583,7.54329861080356,7.63541280755768,7.27910734807814,8.26606550191445,7.92365147209545,7.58125567274761,7.23339413383995,7.42749903152657,7.41185852222587,7.18378005865342,7.58044885633634,7.34805831070254,7.165514552789,6.97405538094954,7.43237316136355,6.83595691040241,8.1611895300184,7.93352232914739,7.88179036459454,7.21669357290493
6.00871292801632,6.69667774664749,6.45219044988922,6.46913555170751,6.19210734426681,6.16283810924535,6.17702491289681,6.25236173228736,6.65349112156751,6.94091090950937,6.16014750855283,5.69208159689745,6.32427264244261,6.44290518133032,5.79887321556636,6.70127087386565,5.78101741097055,6.7965639486164,6.42994137799364,6.33599546599239,6.76669153963664,6.03613527663398,6.98165225984578,6.13071766110799,6.0166529185826,4.95818279918552,5.95040295456779,5.3160326912906,6.83340918184007,6.29301154056725,5.66911288216804,6.15666787417828,5.67329674116747,5.55061420400306,5.43395290863439,6.41397069043726,5.20331347235509,6.02507192591395,6.6690877531633,5.6656580642958,5.50578230604954,5.78581792462922,6.84192779170984,6.00556026876444,5.20295823256105,6.18777175158344,5.30583010459374,5.80450024381764,5.81489451969,5.40041971301053,5.33332958411599,6.51148401390074,5.37612806985132,5.75784279084871,6.57223001868127,6.59088821941889,6.79835467274853,6.7314662563589,6.41814475801721,5.58857123207603,6.33537388600631,6.19903891856288,5.86369223224978,6.18040052585715,5.22524952963695,5.30215894504622,6.03785850314377,5.4168079172286,5.8731093346736,6.81820464916424,6.42596003348605,5.75957151671086,5.26423709703264,5.88179263690855,6.36432592922042,5.8387777640672,6.97690763133666,5.7623720982227,6.95734814238069,6.02951242333942,5.54901425125649,6.27241893744978,6.26263493493152,6.25677708157536,5.79940584675118,6.71032948861362,5.62410647058408,6.33434937038718,5.82086437071644,5.88888603873428,6.90979663296607,5.61239120377488,6.31913754947443,5.763541511994,5.8944324916564,6.11687109219362,6.17022395563291,6.22667535197612,6.95947838375213,6.82755862064623,6.22068602413452,5.44683035116827,6.2286355261806,6.83964648344546,5.53519434769946,6.11774255457284,5.88390014948047,6.10535611936658,5.65819139326088,6.23393753846967,6.03344467594146,6.18199910493032,7.16007256591822,6.06024066552373,6.02169714787058,5.5224076173499,5.53521836863673,6.24233312970615,5.58682830731757,7.19541727501541,5.99112886505002,6.35953019200091,6.09410549155463,5.73581792361835,6.592922736684
2.13918371783905,6.06644732483259,3.59195055946403,0.77024123978542,3.53389652388252,1.97587478218292,1.97587478218292,1.97587478218292,2.0028436446556,1.97587478218292,1.97587478218292,2.64071394717976,2.0028436446556,6.08602252575943,1.97587478218292,2.0028436446556,1.97587478218292,2.0028436446556,1.97587478218292,3.48292224873779,3.07172976257025,1.97587478218292,1.97493327570602,3.61517217369663,2.33345234422399,1.97587478218292,1.97587478218292,1.97587478218292,6.1649677805261,2.0028436446556,1.97587478218292,0.654133168622409,1.69768985700214,2.07008525597619,2.0028436446556,2.0028436446556,2.0028436446556,2.0028436446556,2.42747156282428,2.0028436446556,2.27115045238042,2.0028436446556,3.43902773402982,1.97587478218292,2.0028436446556,2.0028436446556,3.21077625754839,2.85169080819547,1.97587478218292,1.97587478218292,1.1035563611485,2.0028436446556,3.18415635830614,2.0028436446556,2.0028436446556,1.97587478218292,3.18953697623808,2.0028436446556,2.0028436446556,1.92225985805645,2.0028436446556,1.97587478218292,1.97587478218292,2.0028436446556,2.0028436446556,2.0028436446556,3.41495654854481,1.97587478218292,6.26091043198232,2.99073730317362,6.52111970062335,4.25320018425824,2.0028436446556,1.97587478218292,6.57851706940804,4.05213498785401,1.59998916297473,2.0028436446556,1.4657569050936,2.0028436446556,1.97587478218292,1.97587478218292,1.97587478218292,6.43433418956303,2.0028436446556,6.44717534263948,1.97587478218292,0.779020142727014,4.16172967941519,1.97587478218292,2.0028436446556,2.43511770409599,1.97587478218292,1.71836275747751,2.0028436446556,3.17934212120914,2.33543467714629,2.35610757762165,3.39513321932186,2.0028436446556,1.97587478218292,2.0028436446556,1.97587478218292,1.97587478218292,1.97587478218292,3.41155826353516,2.36347052847589,2.0028436446556,3.63074764665752,3.23173234844123,1.97587478218292,2.0028436446556,6.21765165462548,2.0028436446556,2.0028436446556,2.0028436446556,1.45046462255017,1.97587478218292,1.31623236466904,6.18043460594977,1.97587478218292,6.40873806564554,1.97587478218292,2.0028436446556,2.0028436446556
-0.0428731915961844,-0.032471969335622,-0.0428731915961844,-0.0428731915961844,-0.0428731915961844,-0.032471969335622,-0.032471969335622,-0.032471969335622,0.105475101435422,-0.032471969335622,-0.032471969335622,-0.0428731915961844,0.105475101435422,-0.032471969335622,-0.032471969335622,0.105475101435422,-0.032471969335622,0.105475101435422,-0.032471969335622,-0.0428731915961844,-0.0428731915961844,-0.032471969335622,-0.0428731915961844,-0.0428731915961844,-0.0428731915961844,-0.032471969335622,-0.032471969335622,-0.032471969335622,-0.032471969335622,0.105475101435422,-0.032471969335622,-0.0428731915961844,-0.0428731915961844,-0.0428731915961844,0.105475101435422,0.105475101435422,0.105475101435422,0.105475101435422,-0.0428731915961844,0.105475101435422,-0.0428731915961844,0.105475101435422,-0.0428731915961844,-0.032471969335622,0.105475101435422,0.105475101435422,-0.0428731915961844,2.85695579842638,-0.032471969335622,-0.032471969335622,-0.0428731915961844,0.105475101435422,-0.0428731915961844,0.105475101435422,0.105475101435422,-0.032471969335622,-0.0428731915961844,0.105475101435422,5.8179881179713,-0.0428731915961844,0.105475101435422,3.70484706539482,3.86608185976348,0.105475101435422,0.105475101435422,0.105475101435422,-0.0428731915961844,-0.032471969335622,-0.032471969335622,-0.0428731915961844,0.105475101435422,-0.0428731915961844,0.105475101435422,-0.032471969335622,0.105475101435422,-0.0428731915961844,-0.0428731915961844,0.105475101435422,-0.0428731915961844,0.105475101435422,-0.032471969335622,-0.032471969335622,4.44303657391089,0.105475101435422,0.105475101435422,0.105475101435422,-0.032471969335622,5.85076685106658,-0.0428731915961844,-0.032471969335622,0.105475101435422,-0.0428731915961844,-0.032471969335622,-0.0428731915961844,0.105475101435422,-0.0428731915961844,-0.0428731915961844,-0.0428731915961844,-0.0428731915961844,0.105475101435422,-0.032471969335622,0.105475101435422,-0.032471969335622,-0.032471969335622,-0.032471969335622,2.86053458557904,-0.0428731915961844,0.105475101435422,-0.0428731915961844,-0.0428731915961844,-0.032471969335622,0.105475101435422,-0.032471969335622,0.105475101435422,0.105475101435422,0.105475101435422,-0.0428731915961844,-0.032471969335622,-0.0428731915961844,-0.032471969335622,-0.032471969335622,0.105475101435422,-0.032471969335622,0.105475101435422,0.105475101435422
4.28521455747657,3.89260492141452,3.77955979728821,4.32352797828276,4.20768137687738,3.89260492141452,3.89260492141452,3.89260492141452,3.70431578045412,3.89260492141452,3.89260492141452,3.67063432996395,3.46754256315502,3.89260492141452,3.89260492141452,3.76515740026767,3.89260492141452,3.82850279044392,3.89260492141452,3.77651120251439,4.12322706219707,3.89260492141452,4.20438559874351,4.23800253570894,3.97862479657371,3.89260492141452,3.89260492141452,3.89260492141452,3.89260492141452,4.46621310182299,3.89260492141452,4.14226018092014,4.00754524969838,3.4926623107352,3.53464360887531,3.97756058603651,4.13204321741495,3.97614178283098,3.96338182270458,4.07887982671367,3.90875430013575,3.96704475051318,3.87332468519669,3.89260492141452,4.09565508814375,3.95260634142163,2.75284251413568,4.01858610644683,3.89260492141452,3.89260492141452,3.92267896275133,3.37323387949341,2.84759613548432,3.57912726231924,3.45585830146243,3.89260492141452,3.85791692242087,3.5463278705679,3.75697841708286,3.87357186855673,4.5935715542722,3.89260492141452,3.89260492141452,3.36981205999772,4.05000300853056,3.93207542444751,4.11408127787559,3.89260492141452,3.89260492141452,4.04569388159787,4.04950225445802,4.32220966702921,4.13796880727334,3.89260492141452,3.89101359049927,4.28595610755669,4.16689612247079,3.64339070162848,4.15288906540186,4.13095825025778,3.89260492141452,3.89260492141452,3.89260492141452,3.39126102610483,3.58789045858868,3.95402514462716,3.89260492141452,3.58461452067005,4.31652444974829,3.89260492141452,3.69738868245066,3.55594125090542,3.89260492141452,4.08656153045781,4.08221818719727,4.10452352128738,3.97607056851996,4.00177763796411,3.94509025406162,3.32491111149335,3.89260492141452,3.61860337503777,3.89260492141452,3.89260492141452,3.89260492141452,4.16277639980346,4.05928896640007,4.62127994628606,2.87008982124796,3.67393010809782,3.89260492141452,4.60584002904942,3.89260492141452,4.22969026156016,4.62495214281801,3.97989743837503,4.0351473915695,3.89260492141452,4.11441085568898,3.89260492141452,3.89260492141452,3.92039116275492,3.89260492141452,3.75839722028839,4.61919347098381
