"","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","Albendazole","All_4_Pools","Ancitabine","Aspirin","Atrazine","BetaEstradiol","BisphenolA","BLANK","Bortezomib","Chloroquine","Control","Daidzein","Dexamethasone","Diethylstilbestrol","Dimephentioate","Diuron","Erlotinib","Gefitinib","Genistein","Glyphosate","Hydrocortisone","Ibuprofen","Lapatinib","Mebendazole","NVP-BEZ235","Octylmethoxycinnamate","Phthalate","PoolBatch1","PoolBatch2","Prednisolone","Quercetin","Rapamycin","Tamoxifen","PoolBatch3","PoolBatch4","Thiram","TrichostatinA","Vinblastine","Vincristine","Vorinostat","Wortmannin"
"1",130.159216584694,130.158905915462,130.159304809547,1245.65200480196,1243.9558020609,1248.27068959577,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"2",130.159256604811,130.158586001801,130.159340803247,1016.64911180139,1015.66405862481,1017.98344745664,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"3",130.123755611803,130.12229443985,130.126706230121,559.068662846656,553.66093777571,572.769523184073,155,1,10,2,1,1,3,1,25,3,0,17,2,1,1,2,3,1,3,2,2,3,2,3,13,0,3,1,7,8,2,3,3,2,8,8,2,2,1,0,1,2
"4",130.049983485052,130.026033518024,130.078069300778,42.2288298337977,17.211055413119,73.4153257917205,199,3,10,3,3,3,3,3,22,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,0,3
"5",130.008648886057,130.008343358685,130.009965583744,1277.66762409962,1276.03293785162,1279.25800958249,88,0,0,0,2,2,2,0,25,3,0,10,2,0,0,0,2,0,1,0,2,3,0,3,3,0,2,1,5,0,0,1,3,1,0,6,2,2,0,0,3,2
"6",130.008266899009,130.008046245219,130.008519931161,1058.06399038683,1054.28911655727,1061.31052300613,12,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"7",130.772343796211,130.771560556474,130.794908145228,620.850207208846,620.777059904992,620.988095812905,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",130.990967634861,130.987462808327,131.043834822119,1267.89001232839,1266.21988376791,1270.0468223906,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"9",131.06720474923,130.924884394053,131.117553248821,37.2126830441958,14.536802013119,101.991152981495,203,3,10,3,3,2,3,3,25,3,3,23,3,3,3,3,2,3,3,3,3,3,3,3,15,3,3,3,7,8,3,3,3,3,8,8,2,3,3,3,0,3
"10",131.159994036258,131.159161805026,131.162582860713,1244.36578594247,1243.32020855956,1245.71137356171,52,1,3,0,1,0,1,2,2,1,1,9,0,1,1,1,1,1,0,1,0,1,1,0,6,1,0,0,3,3,1,2,0,1,2,1,1,0,1,1,0,0
"11",131.533644298245,131.533545498393,131.533855178445,1017.35810566872,1016.53730348946,1018.25954510701,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"12",131.533567925411,131.533512152479,131.533789474179,767.423078196143,724.593717589729,771.974955702703,188,3,8,3,3,3,3,3,24,3,3,23,3,3,3,3,1,3,3,3,3,2,3,3,12,3,3,3,3,8,3,3,3,2,7,8,3,3,2,3,3,3
"13",131.974317022918,131.929868978827,131.975297102902,1083.15429704325,1078.44706625229,1088.58218414863,34,1,2,1,0,1,1,0,3,0,0,4,2,1,1,0,1,0,0,1,1,0,1,0,3,1,0,0,3,1,0,0,2,0,2,0,0,0,1,0,0,0
"14",131.975186921689,131.938181658853,132.102111641555,1269.50445952893,1221.61716154911,1287.88714033251,234,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"15",132.076889361182,131.92007950915,132.102017001191,35.1558699303953,20.5557319648914,40.4428764442904,89,0,3,2,2,3,2,0,8,1,0,11,2,0,1,0,2,2,0,0,2,3,0,3,5,0,2,3,8,3,0,2,3,2,1,8,2,0,1,0,0,2
"16",132.102052141955,132.101950689199,132.102090086778,1148.06660450907,1144.77314972709,1149.80889634429,14,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"17",132.10204942176,132.100936677856,132.102110899388,73.9932453703866,58.1205285257739,88.30054833303,194,3,10,3,3,3,3,3,19,3,3,24,3,3,3,3,3,3,3,3,3,3,3,2,15,3,2,3,8,8,3,3,3,3,8,8,3,3,3,3,0,3
"18",132.218419922467,132.206793429155,132.222529384651,425.107595662314,419.144177745073,428.745952623791,78,0,5,1,1,0,2,1,18,2,1,8,1,0,0,2,2,0,1,0,0,2,0,0,8,0,0,1,2,0,0,2,3,1,1,8,0,1,3,0,0,1
"19",132.246503199233,132.242563540921,132.247106361617,596.41682821636,595.669591044704,596.850757819809,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0
"20",132.53128601678,132.531165332003,132.531525112869,767.370178841522,743.33477270585,773.627275013808,168,2,5,3,3,3,3,2,23,2,2,19,3,2,3,3,2,2,3,3,3,3,3,2,12,3,3,3,3,8,2,2,3,2,5,7,3,3,2,3,3,2
"21",132.566776559228,132.566352618626,132.566915817919,397.07843999798,390.643826837446,398.582843532699,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"22",132.968431679801,132.968260645896,132.976339306817,596.463332523583,596.349245954048,596.850757819809,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0
"23",133.034111077342,132.958293460165,133.037119184359,1119.08946311882,1115.26858157076,1123.19787745579,183,3,10,3,3,3,3,3,24,3,3,21,3,3,3,3,3,3,3,2,2,3,2,3,11,3,3,3,7,4,1,3,3,2,7,7,3,3,3,2,3,3
"24",133.076195598449,133.075883801549,133.076651572288,1015.34609125442,1014.27785469636,1016.66200595155,177,3,8,2,3,3,3,3,21,3,3,20,2,2,3,2,2,3,3,3,2,3,3,3,13,3,2,2,6,7,3,2,2,3,6,8,3,3,3,3,2,3
"25",133.058049982155,132.979813659797,133.08551177772,36.3036974662793,18.0017615863952,47.1439919152741,185,3,10,1,3,3,3,3,18,3,3,22,3,3,3,3,3,3,3,3,3,1,3,3,15,3,3,2,8,8,3,3,3,2,8,8,3,3,3,3,0,1
"26",133.105204155446,133.03089198785,133.105474287859,75.0694371241662,62.122768181838,87.3922248885766,158,3,10,3,2,1,3,3,0,2,3,22,3,3,3,3,2,3,3,3,2,1,3,2,14,3,2,3,7,8,3,3,2,3,8,8,2,2,2,3,0,2
"27",132.989096409028,132.961334018364,133.017466992059,1076.33550669128,1073.10284815082,1079.26930990997,146,1,6,3,2,2,1,3,20,3,2,15,2,2,2,2,2,3,2,2,1,3,3,2,7,2,2,3,7,5,0,2,3,3,6,7,3,2,2,2,3,3
"28",133.048016434079,133.038742510534,133.07621937122,1243.22647747692,1240.77888028855,1246.57078760222,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"29",133.563798871245,133.562348561514,133.566253824158,1089.75224557692,1088.22143549834,1090.41365648597,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0
"30",133.56522066892,133.563773631322,133.565844568765,394.324461124319,390.643826837446,394.384961088384,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",134.07150274764,133.927512951702,134.073145056445,1005.46640898881,1001.73829150425,1024.79980736217,204,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,14,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"32",134.04419137993,134.026633585306,134.11462022693,38.1098240121439,19.617932013119,48.9743659067155,190,3,10,3,3,3,3,3,15,3,3,24,3,3,3,3,3,3,3,3,3,2,3,3,14,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,0,3
"33",133.993294317533,133.993000260849,134.075458091409,1225.08005226882,1197.95457578943,1231.76116692633,143,3,5,2,0,3,3,1,23,2,2,16,2,2,0,3,3,1,1,0,3,3,1,2,12,2,2,3,6,4,1,1,2,2,4,8,2,2,1,2,3,3
"34",134.106013056745,134.098924486634,134.106338858436,74.5444215635491,61.0272215136614,77.3966117292701,83,3,5,1,1,0,1,3,0,0,3,14,0,3,2,3,1,1,2,3,1,0,3,0,9,2,0,0,0,6,3,0,0,1,8,0,1,0,0,3,0,0
"35",134.038882839158,134.038051218908,134.039321417404,1060.39796124695,1056.04449510944,1063.00607051334,24,0,0,0,0,0,0,0,18,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"36",134.033579714618,134.029563005166,134.036043024978,1279.30776450973,1277.83538108751,1281.36425423172,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"37",135.079280601804,135.07903487889,135.079429599956,1002.43099143932,998.221021347715,1006.4916083825,204,3,10,3,3,3,3,3,25,3,3,24,3,2,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"38",135.010231982239,134.996745878649,135.050531266639,1270.13882813613,1234.10360407239,1274.73234624443,229,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"39",134.9624316136,134.941987843491,135.073852881771,54.1251978678037,18.2691329863952,61.2958149993613,170,1,10,3,3,3,1,3,25,3,0,19,3,3,2,3,1,3,2,3,3,3,3,2,9,1,2,1,7,8,3,3,1,2,8,8,2,3,3,3,0,3
"40",135.079259466782,135.078999010489,135.079392781844,1203.27371578724,1197.24926900185,1212.38121303899,118,1,6,2,1,1,1,1,17,0,2,16,1,0,1,3,3,1,1,2,3,1,1,2,10,2,3,3,4,3,2,1,1,3,4,6,2,2,0,2,2,1
"41",135.034776959488,134.982349391654,135.044123230727,1070.41891765849,1064.55452339981,1075.08206093988,71,2,2,1,1,1,1,0,9,0,3,6,1,1,1,1,1,0,2,2,1,1,2,0,8,1,1,1,3,2,0,0,2,2,3,3,1,1,2,0,1,1
"42",135.022557125296,135.005761194984,135.033058890706,1119.08445969697,1115.00797169826,1122.95379375812,63,0,5,2,0,1,0,0,8,0,0,12,0,0,1,0,2,2,0,0,2,0,0,2,2,1,1,1,4,2,0,0,0,2,1,1,2,2,0,2,3,2
"43",135.818772964454,135.817278133915,135.82055536651,884.212892386372,882.975520661596,887.252421429178,65,3,7,1,1,0,0,0,1,0,0,7,0,0,3,0,2,2,0,1,0,0,2,1,3,0,1,1,4,7,0,2,3,0,2,5,0,1,1,3,0,1
"44",135.945490124152,135.945431596059,135.945641358723,13.6456518662383,-11.536208786881,28.2514973721685,187,3,10,3,3,3,3,3,13,3,3,22,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,2,3,3,8,7,3,3,3,3,1,3
"45",135.861151762543,135.859600104365,135.992026037746,1124.47753661319,1114.76376296056,1135.10134318988,37,0,1,1,2,0,0,0,0,1,0,5,0,0,1,2,1,0,0,0,1,0,0,0,5,0,0,2,2,3,1,3,0,0,0,3,1,1,0,0,0,1
"46",136.026158443364,136.014768265524,136.033425224182,1275.87404179093,1273.79327602527,1277.66014668397,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"47",136.073457952146,135.996258422476,136.085390556516,1012.84502491363,1006.38571646962,1022.40312406939,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"48",136.064219450096,136.010028526395,136.068331281609,1231.52438554191,1222.86091870761,1236.93299837349,157,3,9,3,2,3,3,2,18,2,2,15,1,3,3,3,2,2,2,2,3,2,1,3,11,2,2,2,7,5,2,3,2,3,7,7,2,3,3,2,2,3
"49",136.061956498785,136.021396077473,136.062333052994,830.600748228549,827.318437829545,843.354271476302,109,2,9,1,2,1,2,3,8,0,2,12,1,2,1,2,1,2,2,2,2,1,2,2,8,1,1,1,4,6,3,2,2,2,4,4,3,2,2,1,1,0
"50",136.072892206229,136.06167034382,136.074978582819,66.4045422213288,37.0127215736352,69.0503354284557,159,3,10,2,2,3,2,3,0,3,3,22,2,3,2,3,3,3,3,3,1,3,3,3,13,3,3,2,7,8,3,2,3,3,8,8,3,1,3,3,0,1
"51",136.02158974056,136.014327781627,136.022176476242,1132.52095647483,1129.26573725829,1148.68870336915,28,0,2,1,0,0,0,1,3,0,0,6,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,2,1,0,2,0,0,1,1,0
"52",136.586024165544,136.585043458762,136.586949151999,885.89977528023,882.975520661596,887.528254538466,165,3,10,3,3,3,3,3,1,2,3,23,2,2,3,3,3,3,3,3,1,2,3,3,13,3,2,3,7,8,3,3,3,2,8,8,3,2,3,3,0,3
"53",137.070673650197,136.928065420401,137.07106194452,38.4398537340427,27.9138158309983,48.9863334225683,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"54",137.045996654484,137.034877834828,137.04741866048,117.015964893114,103.865387937122,118.671977889736,177,3,10,3,3,3,3,3,0,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,0,3
"55",137.09751566044,137.087635951466,137.104500730976,1003.94460609887,1001.15806728259,1006.87347708039,76,0,0,3,0,1,0,0,24,2,0,12,3,0,1,0,1,0,0,0,0,1,0,2,3,0,3,3,8,0,0,0,0,1,0,0,2,0,0,0,3,3
"56",136.98796247787,136.986776337311,137.096225586408,1274.40629025084,1257.64881214687,1277.48013431593,52,0,0,1,0,1,0,0,25,1,0,5,2,0,1,0,1,0,0,0,0,1,0,1,2,0,1,0,3,0,1,0,0,1,0,0,1,1,0,0,3,0
"57",137.042406303424,137.037462990474,137.045798835142,237.675690842839,234.808087008923,238.659650461567,31,1,0,0,0,0,0,3,0,0,2,7,0,2,1,3,0,0,0,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"58",137.487761658072,137.469802977227,137.488173547095,621.649458459638,621.31241319089,622.050053235113,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"59",137.987350656987,137.986704357796,137.987837391024,1283.90094765259,1282.15964309699,1285.39361890728,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"60",137.995893444884,137.992582877045,138.102866886469,1023.04671871841,1001.31786655192,1024.3874949696,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"61",138.10279556412,137.987505466583,138.102852477669,1202.03348322843,1198.16986911251,1223.89377334776,151,3,8,3,1,1,0,3,24,3,3,16,2,2,2,3,3,0,3,3,2,2,3,3,11,2,3,3,8,1,1,1,2,3,7,5,3,1,2,0,3,2
"62",138.064217795008,138.046152313478,138.090023421655,42.5305724514876,32.2609722086654,72.2063884093738,148,3,10,1,3,2,3,3,0,2,3,19,1,3,3,3,2,3,3,3,3,3,3,3,12,3,3,1,0,8,3,3,3,2,8,8,3,3,3,3,0,0
"63",138.049173479264,138.048888263302,138.049376687372,116.749141361968,105.936560711045,118.088853430805,46,0,7,1,2,1,0,1,0,2,1,4,0,0,0,0,0,0,2,0,1,0,1,0,3,0,2,1,6,6,0,0,0,0,1,1,1,1,0,0,0,1
"64",138.566247975334,138.56568062491,138.566670778909,397.07843999798,390.643826837446,398.849191204482,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"65",138.995422939045,138.993805362373,138.997304065744,1142.05269183075,1134.8243143595,1145.2209950699,32,1,1,0,1,0,0,1,6,0,2,8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,1,0,0,1,1,0
"66",139.053071817489,138.989724526431,139.068412801648,1270.92583385675,1267.53229354864,1274.32823369087,204,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,2,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"67",139.049821099818,139.041207219445,139.096358104454,1227.77715471813,1223.78112173773,1233.58587576234,204,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,2,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"68",139.049856501786,138.900558374484,139.051556180332,54.1226777644175,23.8920752459515,70.4818358345267,192,3,10,3,3,3,3,3,19,3,3,23,3,3,3,3,3,3,3,3,1,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,2,3,3,0,3
"69",139.036317569967,139.022693897836,139.122273061334,1019.21888139896,1002.7631066946,1020.99775996478,204,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,2,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"70",139.530996052216,139.529777564065,139.531323120012,35.0435932710135,34.4745503576838,52.1904115915389,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"71",139.564840535645,139.563349827043,139.566027227213,394.057031900469,389.837879264745,394.384961088384,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",139.970948521089,139.963341858534,139.978911402607,1269.75699831407,1267.72556245683,1302.23231476768,252,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"73",139.988004545162,139.987750909768,139.988108500749,768.070060752438,761.223440981774,772.431696116762,50,0,2,1,2,0,0,2,4,1,0,9,1,0,2,0,0,2,1,2,0,1,1,1,2,0,1,2,0,4,1,1,0,0,2,1,0,2,0,1,0,1
"74",139.994295172282,139.991634681264,140.117012549497,1017.09764617883,1006.40560012959,1017.895394352,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"75",139.988080007066,139.987809621014,140.117466677052,1223.40766685125,1204.42980095208,1227.73170254627,113,1,6,2,0,0,1,0,19,0,0,13,1,2,2,3,2,2,1,1,2,2,2,2,8,2,1,2,5,5,1,1,2,2,3,5,2,1,2,2,2,3
"76",140.066832829668,139.896319663918,140.07179608798,35.3824243954319,17.478552213119,50.2593659625819,123,1,10,3,3,2,3,0,21,2,0,8,3,2,2,0,3,1,0,0,1,3,0,3,5,1,3,3,8,2,0,1,3,3,6,8,3,2,1,0,0,3
"77",140.385975438349,140.364721032981,140.386943638814,63.6707233235772,62.5325292295835,65.9104016437519,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"78",140.7979759743,140.790371894868,140.798366829943,63.4791726482304,62.0285108955384,69.3238483053471,19,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",140.982995491435,140.961736841638,140.99029054191,1268.67234842421,1267.47897192057,1304.62102459509,217,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"80",140.915267511695,140.88653888343,140.963950417667,33.948339022797,17.1993827863952,46.359501925225,28,0,0,0,0,1,1,0,16,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"81",141.102354192142,140.98067604616,141.102405990715,1002.90202393012,999.229880827673,1019.05464866952,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"82",141.102359378297,141.102308281592,141.102415827936,1204.13611886556,1200.32962687378,1212.01836339738,162,3,7,0,2,2,1,3,24,1,3,19,1,2,2,3,2,2,2,3,3,1,2,0,14,2,3,3,4,8,3,3,2,3,8,6,2,2,3,3,3,2
"83",141.205318007188,141.015071564574,141.205787696483,68.0565463790896,21.7444675736352,71.272128730047,182,0,10,3,3,3,3,3,0,2,0,18,2,3,3,3,3,3,3,3,3,3,3,3,11,0,3,3,7,8,3,3,3,3,8,8,3,2,3,3,0,3
"84",141.397915017845,141.395516425171,141.403677392457,1104.93195767662,1103.35102825749,1107.89416473217,121,2,3,3,2,2,2,2,18,2,2,13,0,2,1,2,2,2,2,0,3,2,2,2,8,2,1,3,4,5,2,1,1,2,3,6,2,2,1,2,3,2
"85",141.958648216654,141.958443355332,141.962097350431,1033.50160381946,1028.41486186852,1035.12760317525,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"86",141.95875368781,141.958447458265,141.958987511541,1285.68967305691,1272.32360612978,1300.34200459509,207,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"87",141.921346860509,141.920922185563,142.071451493145,37.3444005957016,17.478552213119,49.2806211800927,32,0,0,2,1,0,1,0,21,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"88",142.099222751249,141.958540941747,142.102405923289,1146.09663863503,1117.70342840921,1147.90931237168,15,0,1,0,0,1,1,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0
"89",142.122526999181,142.119050815074,142.161449194458,1243.79920003357,1241.79126169628,1246.3662922067,203,3,10,3,3,3,3,3,25,3,2,24,3,3,3,3,2,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"90",142.158959170728,142.158695452838,142.159231197745,397.439801788615,390.912558127415,399.297960439463,17,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"91",142.348278087061,142.34777389559,142.348446578136,79.1511208463658,75.5325973612386,80.3797957018595,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"92",142.969680097381,142.944173553836,142.976598029779,1270.54081649173,1241.43598599596,1302.49985476768,246,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"93",142.949187906753,142.944290957782,142.962111074345,1075.90112594839,1072.5435928008,1080.02180171704,28,0,0,1,0,0,0,0,1,2,0,3,1,0,0,0,1,1,0,0,0,2,0,0,4,0,1,0,2,0,1,1,1,0,2,1,0,0,1,0,1,1
"94",142.948762650386,142.944343296864,142.961993585008,1117.58003451802,1115.16108024238,1121.54448139471,20,0,0,1,0,0,0,0,1,2,1,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,1,0,0,1,0,1,0
"95",143.117940585872,143.117849498132,143.118271544652,1002.81248550915,999.51133443529,1006.25043448906,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"96",143.11795463192,143.11784420311,143.118271170023,1201.3009850785,1197.18140026043,1209.00738166829,203,3,10,3,2,3,3,3,24,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"97",142.933560467094,142.918694471221,143.082757213614,39.8218707140427,20.152805013119,76.7780766700527,117,1,0,1,1,0,1,2,25,3,3,11,2,3,1,3,3,2,2,2,3,2,1,0,6,0,1,2,3,5,2,2,3,0,4,5,1,2,3,2,1,2
"98",143.959113324581,143.958919717856,143.960898366158,1083.9055059663,1077.11123604718,1094.02177540604,171,3,8,2,3,2,3,3,18,3,3,19,2,2,3,2,2,3,3,3,2,2,3,3,12,3,2,2,7,7,3,2,3,2,6,7,3,3,3,3,3,3
"99",143.959031013302,143.958824106827,143.959166865339,1120.27710333603,1115.19866797009,1124.41218813121,48,1,3,1,0,2,0,0,10,0,0,6,1,1,0,1,1,0,0,1,1,1,1,0,3,1,2,1,2,1,0,1,0,1,3,1,0,0,0,0,0,1
"100",144.174780350305,144.174560073703,144.174910118583,1016.38574784554,1015.41901884886,1017.72849301014,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"101",144.174812907968,144.174514986125,144.174904788523,1244.81461080731,1243.1721642256,1247.58885489381,205,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,3,3
"102",144.174609449234,144.172233700802,144.174894632565,344.252345546857,332.439221949498,358.517829233647,203,3,10,3,3,3,3,3,25,3,3,24,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,8,8,3,3,3,3,8,8,3,3,3,3,1,3
"103",144.604137755798,144.572620733236,144.610007036417,47.5654378355088,38.9136006222201,53.2630112742383,8,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"104",144.982104391096,144.980560250014,144.984332580204,1275.45810628449,1273.20671390025,1276.79602981356,197,3,9,3,3,3,3,3,24,3,3,24,3,2,3,2,2,3,3,3,3,3,3,3,15,3,3,3,7,8,3,3,3,3,6,8,3,3,3,3,3,3
